zwingen	to force	
der Manager; -	the manager	
per	by, via, per (cup, person) (not pro, je)	
die Stärke; -n	the strength (not Kraft)	
geil	awesome, wicked (coll.), cool (coll.), horny (coll.) (g)	
die Schulter; -n	the shoulder	
der Krebs	the cancer (no plural)	
bequem	convenient, comfortable, handy ('b_')	
ausziehen	to get undressed	
die Einladung; -en	the invitation	
das Gerät; -e	the device, appliance (G)	
schenken	to give a gift	
die Information; -en	the information ('I_')	
die Wut	the anger, the rage ('Zorn' or ...) (no plural) (W)	
die Farm; -en	the farm ('F_')	
bestellen	to order	
das Jahrhundert; -e	the century	
der Virus; die Viren	the virus	
der Humor	the humor (no plural)	
das Geräusch; -e	the noise (not Lärm, Krach, Rauschen) (G)	
kompliziert	complicated	
das Japan; -	The Japan	
wiederholen	to repeat	
die Suppe; -n	the soup	
konzentrieren	to concentrate	
mittel	medium, middle, median (not mittelgroß, mittlere)	
die Schokolade	the chocolate (no plural)	
die Miete; -n	the rent	
die Pizza; -s	the pizza	
entfernen	to remove, unplug, eliminate, dislodge	
der Gegner; -	the opponent; the adversary	
behaupten	to claim, allege, suggest (not beanspruchen, fordern, verlangen, ...) (beh_)	
die Basis; die Basen	the basis (not Grundlage, Grund, Fundament) (unusual pluralization) (B)	
der Stahl; -"e	the steel	
das Viertel; -	the quarter (measure) (not Quartel) (no plural)	
real	real (not richtig, echt, wirklich) (r)	
erscheinen	to appear	
sparen	to save (money, resources)	
die Einstellung; -en	the attitude, adjustment, setting (E)	
hässlich	ugly	
der Verdacht; -"e	the suspicion (not Misstrauen, Verdächtigung, Vermutung) (V)	
elf	eleven	
die Krone; -n	the crown	
albern	silly ('a_')	
die Kindheit; -en	the childhood	
der Hügel; -	the hill (no plural)	
unglücklich	unhappy	
weitergehen	to continue ('w_')	
der Fan; -s	the fan (not Ventilator, Fächer)	
das Museum; die Museen	the museum	
prüfen	to test ('p_')	
die Nation; -en	the nation	
anschauen	to look at, to view (not angucken, ansehen, ankucken, schauen) (ans...)	
das Einkaufen	the shopping (for goods) (no plural)	
weich	soft (not sanft or ...)	
einkaufen	to purchase, buy (not kaufen) (e)	
der Ausweis; -e	the identity card (A~)	
betreten	to enter, walk into, go into ('b_')	
der Käse; -	the cheese (no plural)	
rauskommen	to come out ('r_')	
offiziell	official	
Spanisch	Spanish (language)	
spanisch	Spanish (adj.)	
der Kreis; -e	the circle (K)	
überfallen	to attack, to invade (ü)	
die Mauer; -n	the wall (outdoors)	
sich verabschieden	to say goodbye (reflexive verb) (not Aufwiedersehen) (two words)	
die Puppe; -n	the doll	
die Universität; -en	the university	
der September	the September	
das Schild; -er	1. the shield. 2. the sign. (not Zeichen)	
lecker	delicious	
steuern	to govern, steer, control, operate (control), navigate (not regieren, regeln) (s)	
das Klavier; -e	the piano	
die Belohnung; -en	the reward (B)	
der Weihnachtsmann	the Santa Claus (no plural)	
warnen	to warn	
die Küste; -n	the coast	
eindeutig	clear, obvious, distinct, unambiguous (not klar, deutig) (e_)	
aussteigen	to disembark, exit, stop taking part in sth (fig)	
die Warnung; -en	the warning	
anbieten	to offer (a~)	
der Patient; -en; -en	the patient (weak noun)	
wenden	to turn (not 'a...', 'b...', 'd...') (w)	
die Dusche; -n	the shower (for washing) (not Schauer)	
gewohnt	accustomed, habitual, familiar	
nass	wet	
senden	to send, broadcast, transmit, emit ('s_')	
bestätigen	to confirm	
der Zugang; -"e	the access (not Zugriff, Zutritt, Einstieg, Eintritt, Eingang) (Z)	
der Schreibtisch; -e	the desk	
die Hitze	the heat (not Heizung) (no plural)	
der Kühlschrank; -"e	the refrigerator	
der Hammer; -"	the hammer	
das Fieber; -	the fever	
der Koch; -"e	the male cook	
das Material; -ien	the material (not 'Stoff' or ...) (M)	
der Juli	the July (no plural)	
die Behandlung; -en	the treatment, dealing, handling (not 'Bearbeitung') (B)	
der April	the April (no plural)	
ergeben	devoted, loyal (e)	
die Neigung; -en	the tendency, tilt, inclination (angle) (N)	
ungemein	immensely, tremendously, profoundly ('u_')	
der Unterricht	the lesson (not Lektion) (no plural)	
der Verlust; -e	the loss	
der Regisseur; -e	the film director	
der Stress	the stress (no plural)	
färben	to color	
das Konto; die Konten	the account (finance)	
zugeben	to admit, concede, confesss agree (not zulassen) (z)	
das Modell; -e	the model	
der Charakter; -e	the character, temper, nature	
jener; jene; jenes	that, those, and sometimes yonder (three words) ('j_')	
die Religion; -en	the religion	
die Witwe; -n	the widow	
der Stiefel; -	the boot (no plural)	
der Sport	the sports, athletics (no plural)	
hinsetzen	to sit down	
der Apparat; -e	the apparatus, the appliance (A)	
weggehen	to go away (w)	
rund	round	
die Versicherung; -en	the insurance (V)	
unterstützen	to support (not unterhalten)  (u)	
die Ankunft; -"e	the arrival (A)	
bewaffnen	to arm (not rüsten, aufrüsten) (b)	
der Schock; -s	the shock (noun)	
der Hafen; -"	the harbour	
das Konzert; -e	the concert	
besitzen	to own	
die Störung; -en	the disturbance	
das Gewicht; -e	the weight	
der Widerstand; -"e	the resistance, resistor (elec.) opposition (W)	
Russland	Russia	
der August	the August (no plural)	
das Paradies; -e	the paradise	
der Turm; -"e	the tower	
leiten	to manage, head, lead, oversee, run, conduct ('l_')	
der Trainer; -	the (sports) coach	
pünktlich	punctual, on time (not 'rechtzeitig')	
rücksichtsvoll	considerate, thoughtful (not umsichtig, aufmerksam) (r)	
der Pfarrer; -	the pastor	
die Quelle; -n	the source	
wecken	to awaken someone (w)	
der Esel; -	the donkey (no plural)	
telefonieren	to make a phone call (not anrufen)	
brennen	to burn	
die Kopfschmerzen	the headache (plural only)	
Spanien	Spain	
abnehmen	to decrease, drop, to decline, to lose weight	
verwenden	to use, employ, apply ('v')	
sammeln	to collect	
der Roman; -e	the novel	
die Technik; -en	the technology ('Technologie' or ...)	
üben	to practice ('ausüben' or ...)	
ersparen	to spare, save ('e')	
die Befürchtung; -en	the fear, apprehension, worry (not Angst, Furcht) (B)	
die Entfernung; -en	the distance (E)	
grausam	gruesome, cruel	
die Werbung; -en	the advertising, advertisement (W)	
der Empfang; -"e	the reception ('E~')	
die Führung; -en	the conduct, leadership, guided tour, governance (F)	
schieben	to push (not stoßen) (s)	
der Kunde; -n; -n	the male customer (weak)	
die Wäsche	the laundry (no plural)	
der Führerschein; -e	the driving license	
blasen	to blow	
das Rad; -"er	the wheel, the bike (not Fahrrad)	
die Truppe; -n	1. the combat squad 2. the troupe or (acting, dancing) company	
studieren	to study (not beobachten, lernen)	
einzig	single, only	
schmutzig	dirty ('dreckig' or ...)	
der Einfluss; -"e	the influence	
der Verdienst; -e	the pay, the wages ('Lohn', Gehalt, or ...) (V)	
der Satz; -"e	the sentence, set	
das Dutzend; -e	the dozen	
liefern	to deliver	
der Zorn	the anger, the rage ('Wut', Ärger) (no plural)	
extrem	extreme (adj) (not äußerste)	
der Antrag; -"e	the application, proposal, request (A)	
der Bau; die Bauten	the construction (Einrichtung, Konstruktion, Aufbau, or ...) (B)	
freiwillig	voluntary	
einladen	to invite	
die Bibel; -n	the bible	
die Phase; -n	the phase	
hell	bright	
der Wille; -ns; -n	the will, willingness (weak and odd)	
bereuen	to regret (sth), be sorry (about sth) (not bedauern, reuen) (b)	
das Netz; -e	the net	
das Zentrum; die Zentren	the centre	
das Huhn; -"er	the hen (not Henne) (H)	
das Ergebnis; -se	the result (not Folge, Erfolge, or) (E)	
die Blume; -n	the flower	
die Uni; -s	the university (colloquial)	
die Atmosphäre; -n	the atmosphere ('Stimmung' or ...)	
beschreiben	to describe (b)	
das Abenteuer; -	the adventure (no plural)	
decken	to blanket (sb/sth), to cover (sb/sth), to set/lay (a table)	
der Abschied; -e	the farewell	
der Minister; -	the minister	
sozusagen	so to speak	
die Gemeinde; -n	the municipality, community (not Gemeindschaft)	
abgeben	to provide, cede (power), to hand over, emit, release, cast (a vote), surrender, deliver (a package, flowers) (a)	
der Verkehr	the traffic (no plural)	
das Badezimmer; -	the bathroom (not Toilette, Klo, Bad)	
deutsch	German (adj.)	
Deutsch	German language	
das Steuer; -	the rudder (not Ruder) (no plural)	
der Kanal; -"e (die Kanäle)	the channel, the canal	
die Steuer; -n	the tax	
der Ausdruck; -"e	the expression (verbal, mathematical, facial, print / edition, etc.)	
der Bart; -"e	the beard	
doppelt	twice, double, duplicate (d)	
die Beteiligung; -en	the sharing, involvement (not Teilung) (B)	
der Schmuck	the jewelry (no plural)	
Italien	Italy	
verschwenden	to waste	
einsteigen	to get on or in a vehicle	
darunter	under it (d)	
mächtig	powerful (m_)	
das Fahrrad; -"er	the bicycle	
erheben	to raise, to levy a tax or fine, bring a legal action, charge a fee, elevate	
höchstens	at most (not meistens) (h)	
leeren	to empty	
der Jude; -n; -n	the male Jew	
trocken	dry (adj.)	
der Gewinn; -e	the profit, gain, win (G)	
der Schuh; -e	the shoe	
der Teller; -	the plate (crockery)	
der Frühling; -e	the spring (not Frühjahr)	
heulen	to howl, to cry	
begrüßen	to greet (not grüßen) (b)	
herrlich	splendid (h)	
umziehen	to move (change residence), relocate, change (clothes, residence) ('u_')	
der Appetit	the appetite (no plural)	
bilden	to form, constitute (not 'formen') (b)	
der Begriff; -e	the concept ('B_')	
großzügig	generous	
der Autor; -en	the author (A)	
die Transparenz	the transparency (no plural)	
der Mittwoch; -e	the Wednesday	
die Maus; -"e	the mouse	
der Jäger; -	the hunter	
die Aussicht; -en	the prospect, view, outlook (A)	
vermeiden	to avoid, prevent (not ausweichen, meiden, abwenden, entgehen, ...)	
gewöhnlich	usually (g)	
der Oktober	the October	
die Kutsche; -n	the horse carriage	
stürzen	to fall, to plunge (not fallen, sinken, senken, scheitern) (s)	
der Hai; -e	the shark (only one syllable)	
reißen	to rip, to tear	
das Tagebuch; -"er	the diary (not Terminkalendar, Notizbuch) (T)	
die Sekretärin; -nen	the female secretary	
derselbe; dieselbe; dasselbe	the same (three pronoun forms, beginning with der, die or das)	
außen	outside (not draußen, außerhalb) (a)	
klappen	to fold, work (function), clap (not falten, einklappen) (k)	
duschen	to shower (definitely not schauern)	
der Mitarbeiter; -	the staff, employee, associate, contributor, employees, contributor ('M_')	
die Laune; -n	the mood (of a person) (not Stimmung)	
reingehen	to go in ('r_')	
verbergen	to hide (sth) (not verstecken)	
informieren	to inform ('i_')	
geradeaus	straight ahead (g)	
der Hinweis; -e	evidence, clue, hint, tip, lead ('H_')	
die Gitarre; -n	the guitar	
typisch	typical	
kehren	to return, to revert, to sweep (k)	
die Wolle	the wool (no plural)	
die Cola; -s	the cola	
die Platte; -n	the plate, the platter, the panel	
die Heirat; -en	the marriage ('H_')	
der Zuschauer; -	the viewer, the spectator	
die Gegenwart	the present (here and now)  (no plural)  (G)	
der Juni	the June (no plural)	
fegen	to sweep, to brush (f)	
der Lohn; -e	the pay, the wages (not Verdienst, Gehalt, Bezahlung) (L)	
der Bär; -en; -en	the bear	
schämen	to shame	
das Tal; -"er	the valley	
das Salz; -e	the salt	
der Vorteil; -e	the advantage	
unhöflich	impolite	
informiert	informed	
der Nebel; -	the mist, fog, haze (no plural)	
der Psychiater; -	the psychiatrist	
der Beginn	the beginning ('B_') (no plural)	
der Affe; -n; -n	the ape, the monkey (weak)	
der Toast; -s	the toast (heated bread)	
die Scheibe; -n	the slice	
die Bibliothek; -en	the library	
der Tropfen; -	the drop of liquid	
schüchtern	shy, bashful (not verlegen, scheu) (s)	
verderben	to spoil, to pollute	
der Aufzug; -"e	the lift, the elevator	
tropfen	to drip	
überraschen	to surprise	
der Ozean; -e	the ocean ('O_')	
der Durst	the thirst (no plural)	
malen	to paint ('m_')	
die Lampe; -n	the lamp	
das Café; -s	the café	
der Musiker; -	the male musician	
fischen	to fish ('f_')	
die Ausbildung; -en	the apprenticeship, training, education, schooling (not Lehre) (A)	
die Geschwindigkeit; -en	the speed	
schmecken	to taste	
die Ehefrau; -en	the wife, spouse (female) (Frau, Gattin, or ...)	
der Daumen; -	the thumb (no plural)	
verlobt	engaged (to be married)	
begreifen	to grasp, to understand ('b_')	
das Fahrzeug; -e	the vehicle (F)	
die Ferien	the vacation (plural only) (usually school vacation)	
notwendig	necessary, essential (not nötig) (n)	
anhören	to listen, consult "sb", listen to "sb" (hören, zuhören, lauschen) (a)	
das Personal	the staff, the personnel (no plural)	
der Besucher; -	the visitor	
das Motorrad; -"er	the motorcycle	
der Käfig; -e	the cage (K)	
die Generation; -en	the generation	
besetzt	occupied, busy, filled (position)	
romantisch	romantic	
der Ausgang; -"e	the exit (of a building, area, etc.), outcome (result), outlet (electrical), output (of a circuit, device)	
ankommen	to arrive, appear, come, approach	
baden	to swim, to bathe	
zwanzig	twenty	
der Zaun; -"e	the fence	
die Fantasie; -n	the fantasy; the imagination	
die Garage; -n	the garage	
die Brieftasche; -n	the wallet ('B_')	
Indien	India	
sanft	soft (weich or ...)	
die Unterschrift; -en	the signature	
die Anzeige; -n	the ad, advertisement, notification (informal for advert or ad) (A)	
der Abschluss; -"e	the graduation, degree, conclusion, completion, closure ('A_')	
riesig	huge, enormous, vast (not 'gewaltig, enorm) (r)	
beliebt	popular, well-loved (not behrümt, bekannt)	
sich bedanken	to express thanks, to express one's gratitude (2 words) (reflexive)	
die Partei; -en	the political party	
der Eingang; -"e	the entrance to a building, inlet, doorway, access (not Einfahrt, Einstieg, Zugang) (E)	
diskutieren	to discuss ('d_')	
planen	to plan (not beabsichtigen, vorhaben)	
grob	coarse, uncouth	
die Zone; -n	the zone	
die Seife; -n	the soap	
die Oper; -n	the opera	
der Service	the service (no plural) (S~)	
intelligent	intelligent	
ausmachen	1. to turn off, to extinguish 2. to come to, to constitute	
fällen	to fell (trees), to chop down (trees)	
existieren	to exist	
lehren	to teach ('l_')	
der Saft; -"e	the juice	
die Aktion; -en	the action, campaign ('A_')	
der Teppich; -e	the carpet, the rug	
die Leine; -n	the leash	
die Umgebung; -en	the surrounding area ('Umfeld', 'Umland', or ...)	
der Profi; -s	the pro	
der Handel	the trade (no plural)	
einfallen	to collapse, to cave in, to dip, to become gaunt, to occur to someone, to come to mind (e)	
der Fleck; -en	the spot, stain	
die Leistung; -en	the performance, achievement, accomplishment (not Aufführung, Auftritt) (L)	
glatt	smooth, sleek, slick, straight, downright	
die Stufe; -n	the level ('S_') (not Schritt, Treppe...)	
billig	cheap	
die Unterwäsche	the underwear (plural only)	
vorhanden	available, existent, present, on hand (v)	
aufmerksam	attentive, observant, thoughtful (a)	
die Kultur; -en	the culture	
die Tradition; -en	the tradition	
die Mannschaft; -en	the team (Team, or ...)	
das Bewusstsein	the consciousness (no plural)	
auftauchen	to surface	
die Rettung; -en	the rescue	
ordentlich	tidy (not aufgeräumt, reinlich, sauber)	
der Alptraum; -"e	the nightmare	
allzu	overly (done), too (much), far too (much), all too (well) (not gar) (a)	
das Objekt; -e	the object	
ausrichten	to align, adjust, level (sth), to tell (sb) (not angleichen, anrichten) (a)	
die Stirn; -en	the forehead	
die Technologie; -n	the technology ('Technik' or ...)	
genial	ingenious, brilliant (not geistricht, geschicht) (g)	
die Butter	the butter (no plural)	
die Krawatte; -n	the tie ('K_')	
das Interview; -s	the interview (not for a job)	
füllen	to fill	
mitbringen	to bring along	
der Parkplatz; -"e	the parking space, the parking lot	
das Symbol; -e	the symbol	
erschrecken	to scare (not schrecken, abschrecken) (e)	
die Marke; -n	the brand, label, make, mark (of a product)	
herzlich	cordially, sincere, cordial, heartfelt, warmly, affectionate (h)	
der November	the November (no plural)	
die Tragödie; -n	the tragedy	
der Vergleich; -e	the comparison (not Vergleichung) (V)	
ansonsten	otherwise (not sonst, ander-)   (a)	
der Saal; die Säle	the hall (big room) (S)	
die Strecke; -n	the distance, stretch (S)	
widerlich	revolting (w)	
angeln	to fish ('a_')	
das Gedicht; -e	the poem	
das Handtuch; -"er	the towel	
der Schriftsteller; -	the writer (Autor, Verfasser, or ...)	
das Experiment; -e	the experiment (Versuch, Probe, or ...)	
das Zelt; -e	the tent	
der Zettel; -	the slip/piece of paper, note, bill (no plural)	
das Verständnis; -se	the comprehension, sympathy, understanding (not Verstehen, begreifen)	
der Experte; -n; -n	the male expert (weak)	
rechnen	to count, calculate, compute ('r...')	
das Kostüm; -e	the costume, woman's suit	
faul	lazy, idle, foul, rotten	
das Motiv; -e	the motive, the motif	
das Chinesisch	the Chinese language (no plural)	
unterbrechen	to interrupt	
löschen	to delete; to extinguish (l)	
der Dezember	the December	
Kanada	Canada	
die Prüfung; -en	the exam (Examen, or ...)	
breit	wide (weitreichend, weit, umfangreich)	
grüßen	to say hello, to greet (not be...)	
rausgehen	to go out ('r_')	
das Ereignis; -se	the event, incident, occurence ('E_')	
der Kater; -	the hangover, tomcat (no plural)	
der Kofferraum; -"e	the trunk (of a car), luggage trunk, the boot	
das Futter; -	the animal feed (no plural) (F)	
der Kellner; -	the waiter (not Ober)	
die Verhandlung; -en	the negotiation, trial, conference	
dünn	thin	
die Telefonnummer; -n	the telephone number	
hinauf	up, upwards (not hoch, oben, auf) (h)	
der Reis	the rice (no plural)	
das Brett; -er	the board; the plank (B)	
das Internet	the internet (no plural)	
beherrschen	to dominate, control, master sth ('b_')	
sichern	to secure (not absichern, sicherstellen) ('s')	
der Rand; -"er	the edge, brink, border, edge	
das Märchen; -	the fairy tale (not Fabel, Mythos)	
betrügen	to deceive (not 'täuschen') (b)	
beißen	to bite	
das Kabel; -	the cable, the wire (no plural)	
die Summe; -n	the sum	
höflich	polite	
eröffnen	to open, start, disclose, introduce (e)	
ausgeben	to spend (money), expend, dispense, emit (aufwenden or ...)	
lediglich	only, merely, solely (not 'bloß, nur, einzig, erst, ...') ('l')	
das Amt; -"er	the office, post, agency (not Büro)	
der Schnaps; -"e	the schnapps, the hard liquor (no plural)	
das Blatt; -"er	the leaf, the piece of paper	
das Golf	the golf (no plural)	
die Pfeife; -n	the pipe (for smoking); the whistle	
der Zahnarzt; -"e	the dentist	
ersetzen	to replace, substitute (e)	
der Reiter; -	the horseback rider	
klingeln	to ring (phone, doorbell)	
die Erwachsene	the female adult or adults (no plural)	
der Erwachsene; -n -n	the male adult (weak adjectival noun)	
die Serie; -n	the series, TV serial	
der Lautsprecher; -	the loudspeaker	
die Kombination; -en	the combination	
die Verspätung; -en	the delay (not Verschiebung)	
die Temperatur; -en	the temperature	
menschlich	human, humane, humanly, manlike (not human)	
die Forschung; -en	the research (not Rescherche, Erkundung)	
der Kollege; -n; -n	the male colleague (weak)	
die Wunde; -n	the wound (W)	
rückwärts	backwards	
gemütlich	cozy, comfortable ('g_')	
der Wettbewerb; -e	the competition, contest (not Konkurrenz, Wettkampf) (W)	
der Enkel; -	the grandchild (not Enkelkind) (no plural ending)	
nutzlos	useless (n)	
die Couch; -es	the couch	
das Sofa; -s	the sofa	
russisch	Russian (adj.)	
das Gehalt; -"er	the salary, wage (G)	
vertreten	to represent sb/sth, to advocate for sb/sth (v)	
die Mutti; -s	the mama, mom, mum (not Mama)	
die Saison; -s	the season (Jahreszeit, ... )	
das Wohnzimmer; -	the living room	
putzen	to clean (not reinigen, säubern, saubermachen) (p)	
die Republik; -en	the republic	
der Eimer; -	the bucket	
das Ufer; -	the bank (of a river, etc.) (no plural)	
die Bevölkerung; -en	the population	
die Persönlichkeit; -en	the personality (not Personalität)	
der Schneider; -	the tailor	
bedienen	to serve/wait on (guests), to operate (device) (b)	
die Villa; die Villen	the villa	
entdecken	to discover, spot, detect	
solcher; solches; solche	such (three forms) (s)	
gelangen	to attain, arrive, get to (g~)	
das Jubiläum; die Jubiläen	The anniversary, jubilee (not 'Jahrestag')	
der Stamm; -"e	the stem, tribe, trunk (tree)	
die Ansicht; -en	the opinion, notion, view, belief (not Meinung, Ahnung) (A)	
die Tankstelle; -n	the petrol station	
die Klage; -n	the action (law), claim (law), complaint (law), legal action, suit ('K_')	
der Akt; -e	1. the act (of an opera, etc.) 2. the nude (in art)	
der Zahn; -"e	the tooth	
der Brand; -"e	the fire (not Feuer)	
zurückgehen	to go back	
der Bauer; -n -n	the farmer (not Farmer, Landwirt)	
privat	private	
die Demokratie; -n	the democracy	
die Therapie; -n	the therapy	
hinlegen	to lay down (h)	
das Rezept; -e	the recipe, prescription	
die Produktion; -en	the production	
die Landung; -en	the landing	
der Vertreter; -	the representative, proxy, agent (V)	
kotzen	to puke, to throw up	
der Nachbar; -ns; -n	the male neighbour (adds an additional -s suffix in the genitive singular)	
vollständig	entirely, utterly, completely (3 syllables) (not vollkommen, vollig, komplett) (v)	
frech	cheeky, bold, fresh, insolent, fresh (not frisch)	
anlegen	to invest ('a_')	
der Abstand; -"e	the distance, gap (A)	
die Jury; -s	the jury	
vorhaben	to plan, intend, mean (not beabsichtigen, meinen, planen) (v)	
die Welle; -n	the wave	
Kuba	Cuba	
enttäuschen	to disappoint	
ärgern	to annoy	
die Flur; -en	the meadow, field (not Wiese, Feld, Acker, or ...) ('F_')	
der Flur; -e	the hall, the corridor ('F_')	
die Ausnahme; -n	the exception	
überfahren	to  run over sb/sth, overrun (signal), exceed (not überlaufen)	
der Rasen; -	the lawn	
der Lkw; -s	the truck, lorry (colloquial) (initials)	
das Schach	the chess (no plural)	
das Steak; -s	the steak	
die Nichte; -n	the niece	
rasen	to race, dash, speed (not rennen)	
der Umschlag; -"e	the envelope (mail) (not Briefumschlag)	
vergangen	past (adj.) (not vorbei, nach, früher)	
das Kaninchen; -	the rabbit (no plural) ('K_')	
die Versammlung; -en	the assembly, gathering, convention, session (V)	
geschieden	divorced	
der Pfad; -e	the path (not Weg)	
klagen	to complain, complain (about sth), sue ('k_')	
das Ausland; -"er	the foreign land (A)	
das Datum; die Daten	the date	
das Magazin; -e	the magazine (not Z...)	
das Kompliment; -e	the compliment	
der Januar	the January (no plural)	
die Fähigkeit; -en	the ability, skill, capability	
dritte	third (adj)	
der Spaziergang; -"e	the walk, stroll (not Brummel, Wanderung) (S)	
mitteilen	to inform, make known, communicate, confide (sth) ('m_')	
der Japaner; -	the Japanese (person)	
der Gürtel; -	the belt	
die Zigarre; -n	the cigar	
rasch	quick ('r_')	
marschieren	to march	
wegnehmen	to remove, take (away/off), withdraw, capture ('w')	
der Salat; -e	the salad	
die Krankenschwester; -n	the nurse (female)	
die Mode; -n	the fashion	
die Erfindung; -en	the invention	
übernachten	to stay over night	
das Trinkgeld; -er	the tip, gratuity (for services in a restaurant, club, bar)	
die Fahne; -n	the flag (not Flagge)	
der Erzähler; -	the male narrator (story teller)	
lebendig	alive, lively, spirited (not lebhaft)	
die Münze; -n	the coin	
das Paket; -e	the parcel, package, packet (not Packung) (P)	
zurückbringen	to bring back	
der Diebstahl; -"e	the theft	
Wien	Vienna	
einnehmen	to occupy (space, room), capture (a town), take (in) (a meal, medicine), ingest (food, medicine) ('e')	
versichert	insured (v)	
häufig	frequent(ly), common, often (h)	
der Donner	the thunder (no plural)	
der Herbst; -e	the fall, autumn	
der Betrieb; -e	the plant, the enterprise, firm, business ('B_')	
die Möbel	the furniture (plural only)	
die Ente; -n	the duck	
füttern	to feed (animals or children)	
der Weltkrieg; -e	the world war	
der Wurm; -"er	the worm	
die Mütze; -n	the cap or hat (without a brim), mostly worn for cold, often made/knitted of yarn	
befragen	to ask, question, interview ('b_')	
bremsen	to brake	
der Neffe; -n; -n	the nephew (weak)	
hauptsächlich	mainly ('h_')	
das Studium; die Studien	the study, the studies, studying, scholastics	
das Produkt; -e	the product	
das Eisen	the iron (a type of metal) (not Stahl which is steel) (no plural)	
die Bude; -n	the outdoor booth, the stall, the stand, the hut (not der Kiosk)	
das Halloween; -s	the Halloween	
die Anlage; -n	the facility; the construction; the installation (not Einrichtung) (A)	
verbessern	to improve (non-reflexive)	
die Kasse; -n	the till, the cash register	
Australien	Australia	
der Fußball; -"e	the football, (the) soccer (ball)	
übertragen	to transfer, confer, assign, relay, broadcast, transmit (a virus) (ü)	
die Bekannte	the female acquaintance (not Freundin), acquaintance of either sex (no further plural)	
zittern	to tremble	
der Politiker; -	the politician	
die Tüte; -n	the bag ('Tasche' or ...) (T)	
der Schein; -e	the bill, bank note, flash or glow (not Geldschein, Banknote) (S)	
der Liter; -	the liter	
der Friseur; -e	the male hair stylist	
die Diskussion; -en	the discussion (not Debatte)  (D)	
die Anzahl	the quantity, number, count (no plural) (not Menge, Quantität) (A)	
der Vati; -s	the dad	
das Kissen; -	the pillow (no plural)	
die Werkstatt; -"en	the workshop (not Arbeitsplatz) (W)	
ausdrücken	to express sth, reveal sth, to squeeze (as in OJ) (a)	
besoffen	plastered, drunk (not betrunken, getrunken, ...) ('b')	
die Konferenz; -en	the conference, meeting (K)	
ohnehin	anyway, anyhow (o)	
verlaufen	to proceed (not verfahren, vorgehen, ...) (ver_)	
der Ausflug; -"e	the trip, excursion, getaway, outing, jaunt ('A_')	
der Assistent; -en; -en	the assistant (weak)	
meist	usually, mostly (1 syllable)	
das Bargeld	the cash (no plural)	
erobern	to conquer ('e')	
das Gemälde; -	the painting (not Malerei, ..) (no plural)	
hochladen	to upload(something on a computer) (h)	
der Gegensatz; -"e	the contrast, opposite, contradiction (not Gegenteil, Gegenüber, ...) (G)	
grau	grey	
andererseits	on the other hand ('a_')	
unterrichten	to teach ('u_')	
die Wirtschaft; -en	the economy (not Einsparung, Konjunktur, Ökonomie)	
der Anlass; -"e	the occasion (not Gelegenheit, Veranlassung, Ereignis, Grund) (A)	
rasieren	to shave	
der Rang; -"e	the rank	
unbekannt	unknown	
der Zentimeter	the centimeter (no plural)	
begegnen	to encounter sb/sth, face sth (a situation), meet sb (by chance) ('b_')	
keineswegs	by no means, in no way	
überreden	to persuade (überzeugnen, or ...) (ü)	
aushalten	to bear, withstand (hold on/out) endure (a)	
der Bach; -"e	the stream (B)	
der Hahn; -"e	the rooster	
der Sänger; -	the male singer	
der Verwandte; -n; -n	the male relative (weak)	
die Rente; -n	the pension ('R_')	
der Stall; -"e	the stable, stall	
die Verwandte; -n	the female relative	
die Länge; -n	the length	
das Missverständnis; -se	the misunderstanding	
die Haltung; -en	the stance, attitude, posture (not Einstellung) (H)	
die Medien	the media (plural only)	
die Frisur; -en	the hairstyle	
die Zeugin; -nen	the female witness	
die Eifersucht	the jealousy (no plural) (not Neid)	
der Honig	the honey (no plural)	
empfinden	to feel, sense ('e_')	
der Geisteskranker	the lunatic ('G') (not Verrückter, Irrer, Irre)	
der Detektiv; -e	the detective	
harmlos	harmless	
das Kleingeld	the change (as in money) (singular only) ('K_')	
Polen	Poland	
hilfreich	helpful ('hilfsbereit' or ...)	
empfehlen	to recommend	
fremd	foreign ('f_') (not ausländisch or auswärtig)	
selbe	same	
das Werkzeug; -e	the tool	
zurückziehen	to withdraw sth, retract sth, pull sth back, take sth back	
der Tabak; -e	the tobacco	
die Gestalt; -en	the shape, figure (personality, character in a novel) form	
der Kredit; -e	the credit	
umgekehrt	conversely, vice versa, inversely	
wertvoll	valuable (not 'k...')	
bestrafen	to punish (not strafen) (b)	
Schweden	Sweden	
der Rollstuhl; -"e	the wheelchair	
das Metall; -e	the metal	
der Geschäftsmann; -"er	the businessman, (not Kaufmann)	
unsicher	unsure	
verwandt	related	
der Apfel; -"	the apple	
der Krach	the noise (no plural), racket, row (K)	
die Orange; -n	the orange	
die CD; -s	the compact disc	
öffentlich	public (not Publik)	
die Feuerwehr; -en	the fire brigade	
verschieben	to postpone	
orange	orange (the color)	
überqueren	to cross, go across (a road) (not überkreuzen) (ü)	
das Gramm	the gram (no plural)	
umarmen	to embrace	
reif	ripe	
die Schublade; -n	the drawer	
der Kosmos	the cosmos (no plural)	
verdanken	to owe (sth to sb else) (i.e. your good looks, intelligence, success) (v)	
die Kneipe; -n	the bar, pub, tavern	
das Konzept; -e	the concept ('K_')	
der Bezug; -"e	the reference, pillow/cushion cover (B)	
der Schwager; -"	the brother-in-law	
fit	fit (not passend)	
das Gemüse; -	the vegetable, vegetables (no plural)	
